./train/2008_000887.jpg,236,228,251,259,person
./train/2010_001254.jpg,204,101,245,247,person
./train/2009_003598.jpg,148,42,320,199,person
./train/2010_000352.jpg,1,102,93,253,person
./train/2008_000605.jpg,1,14,284,498,person
./train/2008_003943.jpg,312,1,398,12,car
./train/2009_000604.jpg,254,114,476,264,person
./train/2008_002132.jpg,305,137,380,318,person
./train/2009_003150.jpg,178,155,230,302,person
./train/2010_000773.jpg,10,97,34,144,person
./train/2010_000266.jpg,1,1,500,375,person
./train/2008_001501.jpg,337,183,356,236,person
./train/2008_003748.jpg,135,148,164,231,person
./train/2008_002992.jpg,151,55,247,461,person
./train/2011_002651.jpg,163,1,412,319,person
./train/2008_003321.jpg,405,186,474,221,car
./train/2009_000542.jpg,53,200,200,256,car
./train/2010_002017.jpg,185,54,348,367,person
./train/2012_002455.jpg,313,125,371,215,person
./train/2008_002191.jpg,150,186,168,232,person
./train/2012_003597.jpg,53,106,214,475,person
./train/n02701002_1401.JPEG,169,69,499,293,n02701002
./train/2012_003176.jpg,1,106,500,375,person
./train/2010_000490.jpg,106,20,210,327,person
./train/2008_000447.jpg,59,27,307,447,person
./train/2012_001796.jpg,31,32,435,375,person
./train/2010_003047.jpg,1,1,485,327,car
./train/2011_000278.jpg,124,221,132,232,person
./train/2008_000189.jpg,53,55,389,295,car
./train/2012_003787.jpg,229,176,357,339,person
./train/2008_000278.jpg,369,94,500,375,person
./train/2008_003891.jpg,224,196,301,371,person
./train/2012_001415.jpg,152,183,220,365,person
./train/2009_003267.jpg,176,343,325,435,car
./train/2011_003719.jpg,365,170,500,375,person
./train/2008_000970.jpg,106,194,194,391,person
./train/2007_000032.jpg,195,180,213,229,person
./train/2010_002457.jpg,45,127,351,282,car
./train/2010_000461.jpg,423,1,500,373,person
./train/2010_000444.jpg,331,119,355,133,car
./train/2012_002541.jpg,65,136,174,335,person
./train/2008_001142.jpg,435,249,456,295,person
./train/2010_003156.jpg,343,198,360,231,person
./train/2012_001969.jpg,207,1,320,160,person
./train/2009_003150.jpg,178,155,230,302,person
./train/2012_003458.jpg,194,117,402,334,person
./train/2010_002221.jpg,384,224,446,398,person
./train/2010_000245.jpg,119,67,142,144,person
./train/2010_000865.jpg,33,169,45,206,person
./train/2008_003278.jpg,46,110,67,150,person
./train/2011_000341.jpg,303,47,424,263,person
./train/2011_000273.jpg,115,66,204,308,person
./train/2008_003956.jpg,1,177,62,364,person
./train/2008_000880.jpg,438,106,500,219,person
./train/2011_002343.jpg,83,9,333,491,person
./train/2008_002314.jpg,37,1,104,42,person
./train/2011_002309.jpg,78,151,207,388,person
./train/2012_003609.jpg,78,335,217,500,person
./train/2010_001337.jpg,83,208,163,339,person
./train/2008_003409.jpg,229,17,500,375,person
./train/2008_001225.jpg,254,138,317,278,person
./train/2008_001166.jpg,230,103,403,333,person
./train/n02701002_788.JPEG,207,194,316,280,n02701002
./train/2009_000290.jpg,130,181,141,190,car
./train/2009_002377.jpg,384,93,398,135,person
./train/2009_000225.jpg,87,235,156,271,car
./train/2009_003191.jpg,53,133,343,493,person
./train/2010_002767.jpg,4,81,333,500,person
./train/2011_000427.jpg,76,104,151,210,person
./train/2010_001411.jpg,8,167,18,198,person
./train/2008_000630.jpg,92,155,174,411,person
./train/2008_000885.jpg,318,96,500,326,person
./train/2008_001736.jpg,34,29,310,498,person
./train/2011_001337.jpg,264,208,271,227,person
./train/2012_001869.jpg,103,69,321,375,person
./train/2010_003540.jpg,118,162,175,220,person
./train/2008_001834.jpg,155,138,211,306,person
./train/2011_003320.jpg,1,1,355,434,person
./train/2008_001042.jpg,1,284,62,372,car
./train/2012_003853.jpg,439,99,500,375,person
./train/2008_001516.jpg,105,300,125,311,person
./train/2008_003635.jpg,55,61,198,281,person
./train/2011_000278.jpg,186,196,201,205,car
